area,rooms,bathrooms,wilaya,municipality,property_type,floor,is_furnished,has_elevator,rent_type,amenities,price
111,4,1,M'Sila,Magra,Apartment,8,0,1,daily,"Pool,Wifi,Elevator,Air Conditioning,Garden",2000
161,3,3,Oran,Akid Lotfi,Apartment,4,0,1,monthly,"Parking,Wifi,Elevator",100000
116,2,3,Constantine,Ali Mendjeli,Apartment,7,0,1,monthly,"Pool,Parking,Wifi,Elevator",62500
125,3,3,Constantine,Constantine City,Apartment,2,1,1,monthly,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",110500
128,3,3,M'Sila,Magra,Apartment,6,0,1,daily,"Parking,Heating,Wifi,Elevator,Air Conditioning,Garden",2900
65,4,2,M'Sila,Boussaada,Apartment,2,0,0,monthly,"Pool,Elevator",37500
84,4,3,Constantine,Constantine City,Apartment,6,0,1,daily,"Air Conditioning,Elevator",7300
94,3,2,Algiers,Zeralda,Apartment,9,1,1,daily,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",10800
128,2,1,Setif,Setif City,Apartment,0,1,1,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",90000
45,1,1,Constantine,El Khroub,Studio,3,1,0,monthly,"Heating,Garden",33500
156,4,3,Setif,Ain Arnat,Apartment,5,0,1,monthly,"Elevator,Security 24/7",83000
31,1,3,M'Sila,M'Sila City,Studio,1,0,1,monthly,"Heating,Parking,Elevator",15000
339,8,1,Constantine,Constantine City,Villa,0,1,0,monthly,"Wifi,Elevator",362500
147,5,2,Algiers,Hydra,Apartment,3,0,1,monthly,"Pool,Parking,Wifi,Heating,Elevator",146000
91,5,1,Constantine,Ali Mendjeli,Apartment,4,1,1,monthly,"Pool,Parking,Wifi,Elevator,Security 24/7,Garden",101500
126,5,3,Setif,El Eulma,Apartment,1,0,1,daily,"Parking,Elevator",4100
34,1,3,Algiers,Hydra,Studio,0,0,0,monthly,"Pool,Parking",30000
76,3,1,Setif,Ain Arnat,Apartment,8,0,1,daily,"Wifi,Parking,Heating,Elevator",3800
135,2,1,Oran,Es Senia,Apartment,0,0,0,daily,"Pool,Parking,Wifi,Security 24/7,Elevator",5100
154,5,3,M'Sila,Magra,Apartment,3,1,0,daily,"Pool,Air Conditioning",8200
139,4,2,M'Sila,Boussaada,Apartment,1,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning",48500
136,2,1,Setif,El Eulma,Apartment,8,1,0,monthly,"Pool,Air Conditioning,Security 24/7",84000
69,4,1,Constantine,El Khroub,Apartment,3,0,1,daily,"Wifi,Elevator",5800
79,4,2,Setif,El Eulma,Apartment,7,0,1,monthly,"Parking,Garden,Elevator",51500
98,4,3,Setif,El Eulma,Apartment,4,1,1,daily,"Parking,Elevator",9200
64,3,2,Algiers,Hydra,Apartment,3,0,1,monthly,"Heating,Elevator",71500
113,3,3,M'Sila,Magra,Apartment,8,1,0,monthly,Pool,59500
60,2,3,Algiers,Bab Ezzouar,Apartment,6,1,1,monthly,"Garden,Elevator",86000
88,4,2,M'Sila,Magra,Apartment,8,0,1,daily,"Parking,Elevator,Security 24/7",1500
268,4,3,Oran,Es Senia,Villa,0,0,0,monthly,Elevator,223500
161,2,3,Oran,Es Senia,Apartment,8,0,0,daily,Pool,4500
106,4,2,M'Sila,Boussaada,Apartment,6,0,0,monthly,"Parking,Elevator,Security 24/7",37500
116,3,1,Algiers,Zeralda,Apartment,6,0,0,monthly,"Pool,Parking,Elevator",93000
138,5,1,Oran,Es Senia,Apartment,8,0,0,daily,"Garden,Pool,Air Conditioning,Heating",9900
81,5,3,Setif,El Eulma,Apartment,4,1,0,daily,"Wifi,Parking,Pool,Garden",8600
134,3,2,Setif,Ain Arnat,Apartment,9,1,1,monthly,"Heating,Elevator",98500
153,5,1,Algiers,Bab Ezzouar,Apartment,7,1,0,monthly,"Parking,Heating",195500
147,5,1,M'Sila,Magra,Apartment,3,1,1,monthly,"Air Conditioning,Elevator",87500
41,1,2,M'Sila,M'Sila City,Studio,3,1,1,daily,"Garden,Pool,Wifi",1500
77,2,3,Oran,Akid Lotfi,Apartment,7,0,1,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",52500
45,1,2,Constantine,El Khroub,Studio,0,1,0,monthly,"Pool,Heating",33500
116,3,3,Constantine,El Khroub,Apartment,8,0,1,monthly,"Elevator,Security 24/7",72000
111,5,2,Algiers,Hydra,Apartment,6,0,0,monthly,"Parking,Elevator,Security 24/7,Air Conditioning,Garden",105000
228,6,2,Algiers,Sidi M'Hamed,Villa,0,0,1,daily,Security 24/7,28100
36,1,3,M'Sila,Magra,Studio,3,1,0,monthly,"Garden,Pool,Wifi,Security 24/7",17500
134,3,1,M'Sila,M'Sila City,Apartment,5,0,0,daily,"Air Conditioning,Wifi",3600
125,5,1,Algiers,Bab Ezzouar,Apartment,7,0,0,monthly,Garden,112500
66,3,3,Constantine,El Khroub,Apartment,8,0,1,monthly,"Garden,Heating,Elevator",46000
147,2,2,Constantine,El Khroub,Apartment,7,0,1,monthly,"Parking,Elevator",77500
159,2,3,M'Sila,M'Sila City,Apartment,9,0,0,monthly,"Parking,Garden",46000
153,4,1,Algiers,Hydra,Apartment,9,0,1,monthly,"Parking,Air Conditioning,Elevator",139000
39,1,3,Algiers,El Biar,Studio,2,0,0,daily,Security 24/7,5600
78,5,3,M'Sila,M'Sila City,Apartment,5,0,1,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",37000
106,4,3,M'Sila,Magra,Apartment,6,1,1,monthly,"Pool,Air Conditioning,Garden,Elevator",66000
64,4,2,Setif,Setif City,Apartment,3,1,0,monthly,"Pool,Garden,Elevator",65500
47,1,2,Oran,Bir El Djir,Studio,2,0,1,monthly,Security 24/7,24500
118,4,3,Constantine,El Khroub,Apartment,5,1,0,monthly,"Heating,Parking,Garden",97500
164,2,3,Oran,Bir El Djir,Apartment,2,0,0,monthly,"Garden,Heating",97500
47,1,2,Setif,Ain Arnat,Studio,0,0,1,monthly,"Parking,Pool",18000
140,4,1,Setif,El Eulma,Apartment,7,0,1,monthly,"Parking,Garden,Elevator",78500
104,4,3,Constantine,El Khroub,Apartment,9,0,0,daily,Security 24/7,5400
95,4,1,Algiers,Bab Ezzouar,Apartment,2,1,0,daily,"Pool,Heating",12300
89,5,1,Oran,Es Senia,Apartment,6,1,1,monthly,"Parking,Heating,Wifi,Security 24/7,Elevator",123000
140,4,3,Setif,El Eulma,Apartment,7,0,0,monthly,"Pool,Parking,Garden,Security 24/7",62000
76,3,2,Setif,Ain Arnat,Apartment,8,0,1,monthly,"Wifi,Pool,Elevator,Security 24/7",44000
37,1,2,Oran,Oran City,Studio,2,0,0,monthly,"Air Conditioning,Wifi",20000
159,2,1,M'Sila,Magra,Apartment,3,0,0,daily,"Air Conditioning,Parking,Garden",3200
62,3,3,M'Sila,Boussaada,Apartment,9,0,1,monthly,"Pool,Parking,Elevator",31500
136,5,1,Setif,El Eulma,Apartment,2,1,0,monthly,Elevator,119000
71,3,1,Setif,Ain Arnat,Apartment,5,0,1,monthly,"Elevator,Security 24/7",44000
88,3,2,Algiers,Hydra,Apartment,0,0,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Air Conditioning,Garden",88000
87,3,1,M'Sila,M'Sila City,Apartment,9,0,1,monthly,"Garden,Elevator",29500
343,4,3,Oran,Akid Lotfi,Villa,0,0,1,daily,"Air Conditioning,Parking,Garden,Elevator",19300
30,1,1,Constantine,Constantine City,Studio,0,0,1,monthly,"Wifi,Pool,Heating",16000
164,3,1,Oran,Bir El Djir,Apartment,2,1,0,monthly,"Wifi,Elevator",160000
112,4,3,Constantine,Ali Mendjeli,Apartment,0,0,0,daily,"Heating,Elevator",6400
160,5,1,Oran,Oran City,Apartment,6,0,1,monthly,"Elevator,Wifi,Security 24/7",121500
91,2,3,Constantine,Constantine City,Apartment,5,0,0,daily,"Parking,Wifi,Elevator,Air Conditioning,Garden",3800
101,3,2,Constantine,El Khroub,Apartment,6,0,0,daily,"Heating,Pool,Garden",6600
84,2,3,Constantine,Ali Mendjeli,Apartment,8,1,0,monthly,"Garden,Parking,Wifi,Heating,Elevator",59500
62,5,2,Oran,Oran City,Apartment,4,0,1,monthly,"Elevator,Pool,Heating,Security 24/7",69000
127,3,2,Oran,Bir El Djir,Apartment,4,0,1,monthly,"Heating,Air Conditioning,Wifi,Elevator",86000
244,4,1,Algiers,Hydra,Villa,0,1,0,monthly,Parking,415500
135,3,3,Setif,Setif City,Apartment,2,0,0,daily,"Air Conditioning,Pool,Wifi",4100
118,3,3,Oran,Bir El Djir,Apartment,4,1,1,monthly,"Wifi,Elevator",121000
116,2,3,Setif,El Eulma,Apartment,3,0,0,monthly,"Parking,Garden,Air Conditioning,Elevator",54000
95,3,1,Oran,Bir El Djir,Apartment,6,0,1,monthly,"Pool,Parking,Heating,Air Conditioning,Elevator",67000
69,4,3,Algiers,El Biar,Apartment,2,0,0,daily,"Wifi,Heating,Garden",6800
53,1,3,Oran,Es Senia,Studio,1,1,0,monthly,"Parking,Security 24/7",44000
146,3,2,Setif,Setif City,Apartment,7,0,1,monthly,"Wifi,Garden,Heating,Elevator",69000
432,8,2,Setif,Ain Arnat,Villa,0,1,0,monthly,"Wifi,Air Conditioning,Heating,Elevator",378000
287,4,2,M'Sila,M'Sila City,Villa,0,1,0,monthly,"Parking,Heating,Security 24/7",183500
46,1,1,Setif,El Eulma,Studio,0,1,1,monthly,"Elevator,Garden,Security 24/7",28500
100,2,3,Setif,Setif City,Apartment,8,0,0,monthly,"Wifi,Heating,Elevator,Garden",40500
148,5,2,Constantine,Constantine City,Apartment,7,0,0,monthly,"Garden,Pool,Heating,Elevator",84000
95,3,2,M'Sila,Magra,Apartment,4,1,1,monthly,"Pool,Elevator",56000
87,4,3,Algiers,Hydra,Apartment,5,0,0,daily,Heating,5900
163,2,3,Setif,El Eulma,Apartment,9,1,1,daily,"Wifi,Parking,Elevator",7000
30,1,2,Constantine,Ali Mendjeli,Studio,4,1,1,monthly,Heating,25500
91,2,1,Constantine,Constantine City,Apartment,3,0,0,daily,"Parking,Heating",3100
162,4,3,Setif,El Eulma,Apartment,9,0,0,monthly,"Pool,Parking,Wifi,Security 24/7,Elevator",73000
67,3,2,Algiers,Sidi M'Hamed,Apartment,6,1,0,monthly,"Air Conditioning,Pool,Parking,Elevator",91000
81,5,3,M'Sila,M'Sila City,Apartment,1,0,0,daily,"Elevator,Security 24/7",2200
94,2,3,Oran,Oran City,Apartment,7,0,1,monthly,"Heating,Parking,Wifi,Elevator",60500
141,3,1,Algiers,Hydra,Apartment,1,0,0,monthly,"Air Conditioning,Pool,Garden,Security 24/7",122000
112,2,2,Constantine,El Khroub,Apartment,4,0,0,monthly,"Pool,Security 24/7",48500
65,4,2,M'Sila,Boussaada,Apartment,9,0,0,monthly,"Pool,Air Conditioning,Wifi,Elevator",25500
163,4,1,M'Sila,M'Sila City,Apartment,2,0,1,monthly,Elevator,59500
54,1,1,Oran,Oran City,Studio,3,1,0,monthly,"Parking,Pool,Air Conditioning,Heating",38000
68,2,2,Algiers,Hydra,Apartment,7,0,1,monthly,"Air Conditioning,Wifi,Elevator",64500
136,4,1,Oran,Bir El Djir,Apartment,5,0,0,monthly,"Air Conditioning,Wifi",88500
126,4,3,M'Sila,Magra,Apartment,4,1,0,daily,"Pool,Air Conditioning,Wifi",4400
247,6,2,Oran,Bir El Djir,Villa,0,0,0,monthly,"Air Conditioning,Heating",229000
71,5,2,Setif,El Eulma,Apartment,6,0,0,daily,Pool,5600
296,8,3,Oran,Oran City,Villa,0,0,1,monthly,Elevator,267000
129,5,3,Setif,Setif City,Apartment,7,1,1,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Elevator",115000
43,1,3,M'Sila,Magra,Studio,2,1,1,monthly,"Garden,Security 24/7",16000
113,5,3,M'Sila,M'Sila City,Apartment,3,0,0,monthly,"Parking,Elevator",52500
32,1,3,Setif,El Eulma,Studio,2,0,1,monthly,"Wifi,Security 24/7",18500
163,3,3,Algiers,El Biar,Apartment,2,0,0,daily,Parking,9400
145,5,1,Algiers,Bab Ezzouar,Apartment,6,1,1,monthly,"Parking,Heating,Elevator,Air Conditioning,Garden",215000
94,5,2,Constantine,Ali Mendjeli,Apartment,7,0,0,monthly,"Pool,Parking,Elevator,Security 24/7,Garden",62500
84,2,1,Setif,Setif City,Apartment,6,1,0,monthly,Pool,58500
144,2,3,Oran,Oran City,Apartment,6,0,1,monthly,"Parking,Air Conditioning,Elevator",88000
69,4,1,Algiers,Zeralda,Apartment,3,0,0,monthly,"Garden,Elevator,Security 24/7",85000
75,2,3,Algiers,Zeralda,Apartment,0,0,0,daily,"Parking,Heating,Wifi,Security 24/7,Elevator",7900
41,1,3,Setif,Ain Arnat,Studio,2,0,1,monthly,"Pool,Parking,Heating,Security 24/7",20000
130,2,3,Oran,Es Senia,Apartment,3,1,1,monthly,"Air Conditioning,Pool,Elevator",122000
87,5,1,Algiers,Zeralda,Apartment,2,1,1,monthly,"Pool,Heating,Elevator,Air Conditioning,Garden",157500
69,3,3,Algiers,Bab Ezzouar,Apartment,7,0,0,monthly,"Pool,Heating,Security 24/7",66500
81,5,2,Setif,Setif City,Apartment,1,0,1,monthly,"Parking,Heating,Wifi,Air Conditioning,Elevator",60000
40,1,2,M'Sila,Boussaada,Studio,2,0,0,monthly,"Wifi,Elevator,Security 24/7,Air Conditioning,Garden",15000
127,4,2,Oran,Es Senia,Apartment,5,0,0,daily,"Parking,Wifi,Elevator,Air Conditioning,Garden",6500
75,4,2,Constantine,Constantine City,Apartment,2,0,1,monthly,"Pool,Parking,Heating,Air Conditioning,Elevator",56000
31,1,2,Constantine,Ali Mendjeli,Studio,2,1,1,monthly,Security 24/7,26000
39,1,2,Constantine,Constantine City,Studio,3,0,0,monthly,"Pool,Wifi",19500
159,5,1,Oran,Oran City,Apartment,8,1,1,monthly,"Pool,Wifi,Elevator",173500
113,5,2,Algiers,Bab Ezzouar,Apartment,2,1,1,monthly,"Pool,Wifi,Heating,Air Conditioning,Elevator",183500
155,3,2,M'Sila,Magra,Apartment,5,1,0,daily,"Elevator,Wifi,Security 24/7",4900
140,3,3,Constantine,El Khroub,Apartment,0,1,0,daily,Garden,6500
96,5,3,Oran,Es Senia,Apartment,1,0,0,monthly,"Parking,Air Conditioning,Wifi",88000
52,1,3,Setif,Setif City,Studio,1,0,0,monthly,"Wifi,Air Conditioning,Heating,Security 24/7",23000
85,4,1,M'Sila,M'Sila City,Apartment,9,1,1,daily,"Elevator,Parking,Heating,Security 24/7",6000
77,3,3,Constantine,El Khroub,Apartment,8,0,0,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Garden",47000
162,2,3,Oran,Bir El Djir,Apartment,5,1,0,monthly,Security 24/7,128500
145,4,1,Oran,Es Senia,Apartment,6,0,1,monthly,"Garden,Elevator",101000
37,1,1,M'Sila,Boussaada,Studio,0,1,0,monthly,"Wifi,Security 24/7",17000
114,4,3,M'Sila,Magra,Apartment,4,1,0,monthly,"Security 24/7,Wifi,Elevator",59000
339,5,2,Setif,Setif City,Villa,0,1,0,monthly,"Wifi,Heating,Elevator",293500
104,3,2,M'Sila,Magra,Apartment,0,0,0,monthly,"Pool,Elevator,Security 24/7",39500
50,1,3,Setif,El Eulma,Studio,3,1,0,monthly,"Air Conditioning,Heating",34500
63,5,1,Oran,Oran City,Apartment,6,1,1,monthly,Elevator,102500
66,5,1,Constantine,El Khroub,Apartment,8,1,0,monthly,"Parking,Pool",80000
91,4,1,Setif,Setif City,Apartment,0,0,1,daily,Elevator,4700
120,5,3,Constantine,Constantine City,Apartment,0,0,1,daily,Elevator,6300
135,2,1,Algiers,Sidi M'Hamed,Apartment,2,1,1,daily,"Wifi,Elevator",11600
136,2,3,M'Sila,Magra,Apartment,2,1,0,monthly,"Pool,Elevator",65000
143,5,1,M'Sila,Boussaada,Apartment,1,1,1,monthly,"Parking,Elevator,Security 24/7",89000
115,5,3,Oran,Akid Lotfi,Apartment,5,1,1,monthly,"Heating,Wifi,Security 24/7,Air Conditioning,Elevator",149000
47,1,3,Algiers,El Biar,Studio,0,0,0,monthly,"Pool,Parking,Heating,Wifi,Air Conditioning",33500
161,3,2,Setif,Ain Arnat,Apartment,5,0,1,monthly,"Garden,Heating,Elevator",76500
37,1,3,Oran,Es Senia,Studio,1,0,0,daily,"Pool,Garden,Security 24/7",4100
161,3,3,Constantine,El Khroub,Apartment,2,1,1,monthly,"Pool,Elevator",131000
65,3,3,Constantine,Ali Mendjeli,Apartment,9,0,0,monthly,"Pool,Elevator",41500
63,5,3,Algiers,Bab Ezzouar,Apartment,9,0,1,monthly,"Heating,Parking,Wifi,Elevator",90500
89,3,1,M'Sila,Magra,Apartment,7,1,0,monthly,"Parking,Heating",44000
192,7,3,Algiers,Sidi M'Hamed,Villa,0,1,1,daily,"Pool,Parking",52200
97,3,3,Oran,Akid Lotfi,Apartment,6,0,1,monthly,"Elevator,Pool,Garden,Security 24/7",72000
109,4,3,M'Sila,Magra,Apartment,2,0,0,monthly,"Heating,Parking,Garden,Elevator",46000
65,5,2,Constantine,Ali Mendjeli,Apartment,8,0,0,monthly,"Heating,Pool,Air Conditioning,Wifi",47500
111,2,2,Oran,Es Senia,Apartment,3,1,1,monthly,"Pool,Heating,Elevator,Security 24/7,Garden",106000
97,2,2,Setif,Ain Arnat,Apartment,5,0,0,daily,"Heating,Garden",4800
128,4,1,Constantine,El Khroub,Apartment,1,0,1,monthly,"Wifi,Elevator",80000
105,2,1,Constantine,Ali Mendjeli,Apartment,4,1,0,monthly,Garden,76000
96,5,2,Oran,Akid Lotfi,Apartment,2,0,1,daily,Elevator,8200
152,2,2,Setif,El Eulma,Apartment,3,1,1,monthly,"Elevator,Security 24/7",102500
120,3,1,Oran,Es Senia,Apartment,1,0,1,monthly,"Pool,Heating,Elevator,Security 24/7,Air Conditioning,Garden",80500
48,1,2,M'Sila,Magra,Studio,3,1,0,daily,"Pool,Heating",1500
242,4,1,Oran,Es Senia,Villa,0,0,0,daily,"Garden,Heating,Security 24/7",27000
77,3,1,Constantine,Ali Mendjeli,Apartment,1,1,1,monthly,Elevator,83000
53,1,1,Setif,Setif City,Studio,2,0,1,daily,"Pool,Heating",3600
117,4,1,Constantine,Constantine City,Apartment,7,0,0,monthly,Security 24/7,64500
66,4,2,M'Sila,M'Sila City,Apartment,4,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning",28000
74,5,2,Constantine,Ali Mendjeli,Apartment,5,0,0,monthly,Garden,52500
161,4,2,M'Sila,Magra,Apartment,0,1,0,monthly,Heating,92000
93,3,3,M'Sila,M'Sila City,Apartment,7,0,1,monthly,"Pool,Wifi,Elevator,Air Conditioning,Garden",37000
105,3,1,Setif,Setif City,Apartment,1,0,1,daily,"Garden,Elevator,Security 24/7",4700
163,4,2,Algiers,Bab Ezzouar,Apartment,0,1,0,monthly,Security 24/7,219000
150,2,2,Algiers,Zeralda,Apartment,4,0,1,monthly,"Pool,Garden,Wifi,Security 24/7,Elevator",114000
64,3,1,M'Sila,M'Sila City,Apartment,7,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",30500
71,3,1,Algiers,Bab Ezzouar,Apartment,9,0,1,monthly,"Parking,Elevator,Security 24/7",76000
44,1,2,Setif,El Eulma,Studio,0,1,1,daily,Elevator,3100
77,3,1,Setif,Setif City,Apartment,9,0,0,monthly,"Parking,Pool,Air Conditioning,Wifi",39500
81,3,3,Oran,Oran City,Apartment,9,1,1,monthly,"Pool,Parking,Wifi,Heating,Elevator",92500
143,3,2,Algiers,Bab Ezzouar,Apartment,4,0,0,monthly,"Garden,Parking,Wifi,Security 24/7,Elevator",100500
137,2,3,Oran,Akid Lotfi,Apartment,4,1,1,monthly,"Heating,Elevator",126000
340,5,3,Algiers,El Biar,Villa,0,1,1,monthly,Pool,524000
104,2,1,Algiers,Zeralda,Apartment,4,0,1,monthly,"Parking,Wifi,Elevator,Air Conditioning,Garden",91000
91,4,1,Oran,Bir El Djir,Apartment,1,1,1,monthly,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",113500
33,1,3,M'Sila,Magra,Studio,2,1,1,monthly,"Heating,Pool,Elevator,Security 24/7",16000
60,2,3,Setif,Ain Arnat,Apartment,5,0,0,monthly,"Air Conditioning,Heating",31000
119,3,1,Oran,Akid Lotfi,Apartment,1,1,0,monthly,"Wifi,Elevator,Security 24/7,Air Conditioning,Garden",125000
73,2,3,Algiers,Sidi M'Hamed,Apartment,6,0,1,monthly,"Heating,Garden,Pool,Elevator",63000
44,1,3,Algiers,El Biar,Studio,3,0,1,monthly,"Wifi,Air Conditioning,Garden,Elevator",31500
416,8,1,Algiers,El Biar,Villa,0,1,1,monthly,"Pool,Air Conditioning,Heating",640000
76,4,1,Setif,El Eulma,Apartment,7,1,0,monthly,"Elevator,Garden,Security 24/7",67000
113,5,1,Setif,Setif City,Apartment,7,1,0,monthly,"Wifi,Heating,Elevator,Air Conditioning,Garden",90000
354,6,2,Setif,El Eulma,Villa,0,1,1,monthly,"Heating,Elevator",313000
440,6,3,M'Sila,M'Sila City,Villa,0,1,1,daily,Pool,17500
34,1,2,Algiers,Sidi M'Hamed,Studio,1,0,1,monthly,"Wifi,Pool,Garden",28500
61,3,2,Constantine,Constantine City,Apartment,1,1,1,monthly,"Heating,Air Conditioning,Elevator,Security 24/7",66500
137,3,3,M'Sila,Magra,Apartment,8,0,1,monthly,"Parking,Elevator,Security 24/7",44500
144,4,2,M'Sila,Boussaada,Apartment,9,0,0,daily,"Air Conditioning,Security 24/7",3200
87,3,3,Algiers,El Biar,Apartment,9,0,0,monthly,"Wifi,Pool,Heating,Security 24/7",79500
46,1,2,Oran,Es Senia,Studio,3,0,1,monthly,Parking,23500
33,1,3,Constantine,Constantine City,Studio,3,0,0,monthly,"Air Conditioning,Wifi",15000
90,2,3,Algiers,Sidi M'Hamed,Apartment,6,1,0,monthly,"Parking,Wifi",106000
153,2,3,Algiers,Sidi M'Hamed,Apartment,2,1,0,daily,"Parking,Garden,Air Conditioning,Heating",14000
159,3,1,Oran,Akid Lotfi,Apartment,3,0,0,daily,"Wifi,Security 24/7",7200
164,3,1,M'Sila,M'Sila City,Apartment,4,0,0,monthly,"Parking,Air Conditioning,Heating",48500
421,6,3,Setif,Setif City,Villa,0,1,0,monthly,Air Conditioning,351000
128,4,1,Setif,Ain Arnat,Apartment,6,1,1,monthly,"Garden,Wifi,Heating,Security 24/7,Elevator",106000
100,3,2,Algiers,Zeralda,Apartment,7,1,1,monthly,"Pool,Parking,Garden,Elevator",151500
86,4,3,M'Sila,Boussaada,Apartment,9,1,0,monthly,"Wifi,Garden,Elevator",51500
61,2,2,M'Sila,Magra,Apartment,3,1,1,monthly,"Elevator,Heating,Security 24/7",36500
120,2,2,M'Sila,M'Sila City,Apartment,9,0,1,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",43000
109,5,3,Setif,El Eulma,Apartment,7,1,1,monthly,"Elevator,Garden,Security 24/7",105000
212,6,1,Algiers,Bab Ezzouar,Villa,0,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",270000
28,1,1,M'Sila,Magra,Studio,3,1,0,monthly,"Heating,Elevator,Security 24/7,Air Conditioning,Garden",15000
109,4,3,Algiers,Hydra,Apartment,3,0,1,monthly,"Elevator,Security 24/7",111500
142,3,2,Algiers,Bab Ezzouar,Apartment,1,0,0,monthly,Elevator,126000
47,1,3,M'Sila,M'Sila City,Studio,4,1,1,monthly,Parking,21000
33,1,3,Oran,Bir El Djir,Studio,2,0,1,monthly,Pool,26500
108,4,1,Constantine,El Khroub,Apartment,9,1,1,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",106500
94,5,3,M'Sila,M'Sila City,Apartment,3,1,0,daily,"Pool,Heating,Elevator",4300
126,5,3,Setif,El Eulma,Apartment,6,0,1,monthly,"Parking,Air Conditioning,Elevator",76500
62,3,2,Setif,El Eulma,Apartment,5,1,0,monthly,"Pool,Wifi,Heating,Security 24/7,Air Conditioning",53500
136,4,1,Oran,Akid Lotfi,Apartment,8,0,0,monthly,"Air Conditioning,Pool,Parking,Garden",84500
98,2,1,Setif,Setif City,Apartment,6,0,0,monthly,"Garden,Air Conditioning,Heating,Security 24/7",43000
132,4,3,Oran,Es Senia,Apartment,6,1,1,monthly,"Wifi,Elevator",141500
140,4,1,Setif,Setif City,Apartment,1,1,1,monthly,"Elevator,Security 24/7",113000
79,3,3,Constantine,El Khroub,Apartment,9,1,0,daily,"Pool,Parking,Heating,Wifi,Air Conditioning",6000
133,5,2,Setif,Setif City,Apartment,0,0,1,monthly,"Elevator,Garden,Wifi,Security 24/7",81000
154,5,3,Constantine,El Khroub,Apartment,4,1,1,monthly,"Garden,Elevator",145000
69,3,2,Oran,Akid Lotfi,Apartment,9,0,1,monthly,"Garden,Elevator",54500
161,4,1,Constantine,El Khroub,Apartment,4,0,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",78000
76,4,1,Algiers,Zeralda,Apartment,6,0,0,monthly,Security 24/7,78000
99,3,1,M'Sila,Boussaada,Apartment,2,1,0,monthly,"Air Conditioning,Heating",56500
96,4,2,Algiers,Hydra,Apartment,3,1,0,monthly,"Parking,Heating,Security 24/7",151000
149,4,2,M'Sila,Boussaada,Apartment,9,1,0,monthly,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",71500
159,2,2,Constantine,Ali Mendjeli,Apartment,2,1,0,monthly,"Pool,Wifi,Heating,Air Conditioning,Elevator",122500
39,1,2,M'Sila,Magra,Studio,2,0,1,monthly,"Garden,Air Conditioning,Wifi",15000
76,2,1,M'Sila,M'Sila City,Apartment,0,0,1,daily,"Pool,Heating,Wifi,Security 24/7,Air Conditioning,Elevator",2000
360,5,1,Constantine,El Khroub,Villa,0,0,1,daily,Heating,16800
151,2,2,Setif,Setif City,Apartment,1,0,1,monthly,"Heating,Wifi,Security 24/7,Elevator,Air Conditioning,Garden",72000
444,7,2,Setif,Ain Arnat,Villa,0,0,1,monthly,Security 24/7,251500
153,5,1,Algiers,El Biar,Apartment,0,0,0,monthly,"Parking,Elevator",150500
113,3,1,Oran,Es Senia,Apartment,6,0,1,monthly,"Pool,Garden,Wifi,Security 24/7,Elevator",83500
41,1,1,Algiers,Bab Ezzouar,Studio,4,1,1,monthly,"Heating,Wifi",42500
95,4,3,Constantine,Constantine City,Apartment,3,1,1,monthly,"Elevator,Parking,Garden,Security 24/7",103500
94,2,3,Oran,Bir El Djir,Apartment,3,0,1,monthly,"Heating,Elevator",65000
52,1,3,Constantine,El Khroub,Studio,1,0,1,monthly,"Pool,Heating,Security 24/7",22000
111,2,2,M'Sila,M'Sila City,Apartment,3,0,0,daily,Pool,2600
154,2,2,Algiers,Bab Ezzouar,Apartment,8,1,0,monthly,"Garden,Elevator",165000
160,5,1,Setif,Ain Arnat,Apartment,2,0,1,monthly,"Air Conditioning,Pool,Elevator,Security 24/7",89500
63,2,1,Constantine,Ali Mendjeli,Apartment,4,0,0,monthly,Garden,38500
107,5,2,Constantine,El Khroub,Apartment,6,0,1,daily,"Pool,Elevator",4400
74,3,2,Oran,Oran City,Apartment,9,0,1,daily,"Parking,Wifi,Heating,Air Conditioning,Elevator",5300
357,8,3,Setif,Setif City,Villa,0,0,1,monthly,"Pool,Parking,Wifi,Security 24/7,Air Conditioning",223500
30,1,2,Constantine,El Khroub,Studio,1,0,1,monthly,Garden,15000
140,4,1,Constantine,El Khroub,Apartment,5,0,0,daily,"Parking,Air Conditioning,Wifi",8400
46,1,1,Algiers,Sidi M'Hamed,Studio,2,1,0,monthly,Wifi,52500
156,3,1,Oran,Es Senia,Apartment,2,0,0,daily,Heating,5500
